Tweets,Sentiment Score,Sentiment Magnitude
Lo ocurrido en Medellín es demencial:14 bebés abusados en un jardín infantil. , 0.20000000298023224 , 0.20000000298023224
Falló todo. , 0.5 , 0.5
Protocolos de atención y del servicio. , 0.10000000149011612 , 0.10000000149011612
"Claro,al criminal toca condenarlo y pronto. ", 0.4000000059604645 , 0.4000000059604645
Pero que no evadan la responsabilidad operadores y encargados de cuidar a los #Niños. , 0.10000000149011612 , 0.10000000149011612
#TodoPorNuestrosNiños. , 0.10000000149011612 , 0.10000000149011612
"Hoy a las 8PM estaré ""parchando"" con @LaBodeguita_TV. ", 0.30000001192092896 , 0.30000001192092896
Los invito a conectarse y a participar de este diálogo de cara al 2022. , 0.30000001192092896 , 0.30000001192092896
"Para que el empleo crezca en Colombia necesitamos confianza, inversión, seguridad y políticas claras. ", 0.30000001192092896 , 0.30000001192092896
"Nuestro país tiene que producir para exportar, con empleo digno y bien remunerado, con oportunidad de crecimiento diario. ", 0.5 , 0.5
¡Transformar productivamente a nuestra sociedad!. , 0.5 , 0.5
Dolorosa denuncia de abuso contra 13 niños en Medellín. , -0.4000000059604645 , 0.4000000059604645
"Me uno a petición de @YJimenez13 para que se acelere investigación, se proteja a nuestros menores y se establezcan claros protocolos de responsabilidad y atención para quienes cuidan de los menores. ", 0.5 , 0.5
¡#TodoPorNuestrosNiños!. , 0.4000000059604645 , 0.4000000059604645
"Hoy a las 5PM estaré en #ConCENTRADOS con el senador @SanValGo, hablando sobre lo que viene para el 2022, los retos para el país y la defensa de nuestra democracia. ", 0.20000000298023224 , 0.20000000298023224
#EnVivo hablando con @FlondonoHoyos en el programa La Tarde de @Horadelaverdad sobre los grandes temas nacionales. , 0.20000000298023224 , 0.20000000298023224
En @HoraDeLaVerdad: Me siento reivindicado y con muchas ganas de aportarle al país: Colombia enfrenta la peor crisis debido a la pandemia. , -0.4000000059604645 , 0.4000000059604645
Quienes defendemos la libertad y la democracia debemos construir coalición que nos permita estar unidos en el 2022. , 0.20000000298023224 , 0.20000000298023224
Con @LaBodeguita_TV: Una campaña es para asumir compromisos. , 0.20000000298023224 , 0.20000000298023224
