Tweets,Sentiment Score,Sentiment Magnitude
"#VicepresidenteYCanciller @mluciaramirez se reunió con la Ministra de Cooperación Internacional para el Desarrollo de #Canadá, @karinagould. ",0.100000001,0.100000001
Dialogaron sobre la importancia de recursos para Colombia en el marco de la Conferencia de Donantes para atender la migración venezolana. ,0.400000006,0.400000006
Dolor y repudio frente al asesinato del Pt. ,0.100000001,0.100000001
"Carlos A. Rincón, en medio de bloqueos del Paso del Comercio en Cali. ",0.200000003,0.200000003
Solidaridad con su familia y con @PoliciaColombia. ,0.5,0.5
"La obligación de todos, aun desde la diferencia, es proteger la vida. ",0.400000006,0.400000006
Esperamos pronta actuación de la justicia. ,0.200000003,0.200000003
¡Es inadmisible que se sigan apagando vidas de mujeres en Colombia! ,0.5,0.5
"Con profundo dolor, rechazamos el asesinato de la Fiscal Esperanza Navas y pido a la justicia actuar con la mayor contundencia y sumar esfuerzos para esclarecer este vil crimen que enluta al país. ",0,0
"Con la visita de @CIDH, el mensaje es claro: Tenemos un Estado legítimo con institucionalidad autónoma, que no tiene nada que esconder. ",0.200000003,0.200000003
"No hay tolerancia con abusos de ningún miembro del Estado, y ningún rincón del territorio colombiano está vedado a la protección de los DD.HH. ",-0.400000006,0.400000006
"Hago un llamado a los colombianos a que haya concordia, a que busquemos métodos de diálogo civilizado para podernos escuchar. ",0.200000003,0.200000003
"Tenemos que procurar, entre todos, utilizar términos constructivos sobre lo que queremos que cambie en Colombia, para que logremos el país que soñamos.🇨🇴. ",0.100000001,0.100000001
Agradecemos todo el liderazgo de #Canadá en la organización de la Conferencia de Donantes para atender impacto de la migración venezolana en 🇨🇴 y la región. ,0.899999976,0.899999976
¡Es trascendental el compromiso de la comunidad internacional y apoyo a nuestro Gobierno para atender crisis migratoria!. ,0.699999988,0.699999988
"En reunión con #CIDH, enfatizamos en que el Gobierno protege la protesta pacífica. ",0.400000006,0.400000006
"Vandalismo, bloqueos y afectación de infraestructura no hacen parte del derecho a protestar. ",-0.100000001,0.100000001
"En defensa de los derechos ciudadanos debe intervenir el ESMAD, de manera proporcional y respetando DDHH. ",0.200000003,0.200000003
"En el encuentro Anual de Juventud CASLA en Costa Rica, ratifiqué que mi obligación es dejar abierta una ventana gigantesca para que más mujeres lleguen detrás de mí, puedan pararse sobre mis hombros, y dar un salto hacia adelante, en aras de la equidad de la mujer. ",0.300000012,0.300000012
"Felicitaciones a @mayoloangelica, quien se posesiona como @mincultura. ",0.899999976,0.899999976
"Estoy segura de que, con su liderazgo, continuaremos fortaleciendo y visibilizando la cultura y el talento colombiano, en las diferentes regiones del país. ",0.800000012,0.800000012
"La capacidad e inteligencia de @PoliciaColombia , así como la contundencia de @FiscaliaCol nos permitirán doblegar a los criminales que a punta de narcotráfico pretenden desestabilizar y poner en jaque democracia colombiana. ",0,0
"Les doy la bienvenida a dos mujeres que, con su experiencia y capacidad, llegan a fortalecer el trabajo de nuestro gobierno, en un momento crucial para Colombia, en el que avanzamos hacia la reactivación económica con enfoque social. ",0.800000012,0.800000012
#ColombiaSinTechosDeCristal. ,0.100000001,0.100000001
Nuestra política exterior es una política de Estado. ,0.100000001,0.100000001
"Seguiremos construyendo puentes que nos permitan afianzar la institucionalidad, cerrar brechas sociales y fortalecer la democracia. ",0.300000012,0.300000012
"Son tiempos que demandan apoyo mutuo y acciones mancomunadas, para superar los desafíos. ",0.5,0.5
"Hoy, en el #DíaDelCampesino, agradecemos a los hombres y mujeres del campo que, con su incansable trabajo diario, hacen posible que los alimentos lleguen a la mesa de todos los colombianos. ",0.899999976,0.899999976
"Mi admiración y respaldo a los periodistas del Putumayo, la voz contra la anarquía y la ilegalidad. ",0.899999976,0.899999976
"Con reactivación segura y nuestras obras de infraestructura, tenemos que dar a Putumayo todo su potencial de progreso y escuchar sus voces. ",0.699999988,0.699999988
Gracias al Gobierno de EE. UU. por ayudarnos a acelerar el proceso de vacunación y reactivar la economía que genere empleos. ,0.800000012,0.800000012
"Como les manifesté en Washington, este gesto de cooperación consolida nuestra relación. ",0.200000003,0.200000003
Recibimos vacunas sin perjuicio de préstamos adicionales. ,0.5,0.5
Le apostamos al liderazgo de nuestras mujeres campesinas. ,0.300000012,0.300000012
"Apoyamos sus emprendimientos con financiación y capacitación, a través del Pacto de la Mujer Rural, para que puedan convertirse en empresarias. ",0.400000006,0.400000006
#OrgulloMujerRural. ,0.100000001,0.100000001
"Cuando nosotros hablamos de la defensa de los derechos humanos desde el Gobierno Nacional y desde la @CancilleriaCol, es porque ha sido una política del Estado colombiano, que ha defendido y defenderá siempre. ",0.100000001,0.100000001
"Tal como lo manifestamos a la @CIDH, el Gobierno Nacional, respetuoso del cumplimiento del mandato constitucional y convencional de hacer cumplir la Ley, adelanta investigaciones para esclarecer los casos en que haya surgido abuso de la fuerza durante estas intervenciones. ",0.200000003,0.200000003
"Los que somos demócratas no tenemos color político, los que creemos en los derechos humanos no tenemos que hacer parte de un partido u otro para defender algo que es la esencia de la dignidad de una democracia y de un ser humano. ",-0.100000001,0.100000001
"En el #DíaDelCampesino2021 destacamos a las mujeres campesinas, que día a día trabajan la tierra, con amor y esfuerzo para que podamos recibir en nuestros hogares alimentos de excelente calidad. ",0.899999976,0.899999976
"Todo un honor, reunirme hoy con el Cuerpo Diplomático acreditado en Colombia y reiterarles que nuestro país siempre tendrá abiertas las puertas de la @CancilleriaCol, para afianzar lazos de confianza y cooperación, en temas de interés común, como la salud pública. ",0.600000024,0.600000024
Colombia incluida en la lista de países que recibirán 6 millones de vacunas excedentes por parte de los Estados Unidos. ,0.300000012,0.300000012
⁦@infopresidencia⁩ ⁦@CancilleriaCol⁩ ⁦@MinSaludCol⁩ ⁦@USEmbassyBogota⁩ ⁦@ColombiaEmbUSA⁩. ,0,0
"Apoyemos a nuestros campesinos consumiendo sus productos y evitando que se afecten sus cosechas por los bloqueos en las vías, que ya dejan 16 mil toneladas de alimentos frescos pérdidas. ",0.100000001,0.100000001
Necesitamos #Reactivar a Colombia. ,0.100000001,0.100000001
"Dr Londoño, este es un momento en el que Colombia demanda unidad. ",0.200000003,0.200000003
No hace bien a la democracia propiciar fricciones. ,-0.5,0.5
"Por el contrario, nos corresponde a todos rodear al Presidente y fortalecer la institucionalidad. ",0.400000006,0.400000006
"Gracias al trabajo coordinado de @PoliciaColombia y @FiscaliaCol se logró la captura de Jonathan Mauricio Calle Gallego, alias 'Jota', miembro del Clan del Golfo y presunto responsable del asesinato de 5 personas en Andes, Antioquia, crimen ocurrido el pasado 25 de abril. ",0.300000012,0.300000012
"Bienvenida @LombanaXimena al @MincomercioCo, para seguir impulsando el emprendimiento de jóvenes y mujeres, y continuar abriendo puertas en mercados internacionales. ",0.200000003,0.200000003
Nuestra meta es generar empleo y desarrollo incluyente. ,0.400000006,0.400000006
INFAMES!!. ,0.300000012,0.300000012
"Durante la #PlenariaSenado_Mixta, realicé un balance de la agenda internacional que adelanté en #Washington: reunión con la @CIDH, con la @OEA_oficial, con Congresistas Demócratas y Republicanos, y con el Secretario de Estado @SecBlinken. ",0.200000003,0.200000003
"#Hoy | La Vicepresidente y Canciller, @mluciaramirez, participó del panel: ""Contexto Político Latinoamericano para el próximo quinquenio. ",0.200000003,0.200000003
"El rol de la mujer y su trabajo en el fortalecimiento de las Instituciones Democráticas”, organizado por @caslainstitute. ",0.400000006,0.400000006
Empezamos este día con la alegría de saber que tenemos una democracia y que tenemos que luchar para que sea cada vez más sólida. ,0.800000012,0.800000012
"Seguiremos en la tarea de lograr que los sufrimientos de Colombia queden atrás con un Estado más eficiente, transparente y 100% comprometido con DDHH. ",0.5,0.5
"Históricamente, el campo ha sido uno de los motores de la economía del país. ",0.100000001,0.100000001
"Por ello, el Gobierno ha dispuesto programas para mejorar la comercialización de las cosechas que benefician a los pequeños y medianos productores. ",0.5,0.5
#DíaDelCampesino2021. ,0.100000001,0.100000001
"Con 109 votos por el 'NO' y 36 por 'SÍ', la Cámara de Representantes acaba de negar la moción de censura contra el ministro de Defensa, Diego Molano//. ",0,0
"Otra prioridad será el trabajo por la comunidad colombiana en el exterior, que merece toda nuestra atención y con la cual mejoraremos los canales de comunicación. ",0.699999988,0.699999988
Nuestra meta será contar la verdad y transmitir que somos 50 millones de personas que soñamos con un futuro mejor. ,0.800000012,0.800000012
"Quiero, además, darle la bienvenida al nuevo Secretario General, @MathiasCormann, a quien le deseo el mayor éxito al frente de la organización. ",0.699999988,0.699999988
La @OECD seguirá siendo una referencia de políticas efectivas para nosotros. ,0.400000006,0.400000006
"Según @DANE_Colombia para abr/21 la tasa de desempleo fue de 15,1% (vs. 19,8% en 2020), evidenciando la primera reducción desde el inicio de pandemia y el aumento de cerca de 4 mill de ocupados en el país. ",0.200000003,0.200000003
"Los esfuerzos apuntan a la #ReactivaciónEconómica, con empleos de calidad. ",0.800000012,0.800000012
Satisfactorio encuentro con los embajadores de la Unión Europea. ,0.200000003,0.200000003
"Recibo con gratitud su disposición para trabajar de la mano de Colombia, para ayudarnos a superar esta coyuntura difícil. ",0.800000012,0.800000012
"Cuando nosotros hablamos de la defensa de los derechos humanos desde el Gobierno Nacional y desde la @CancilleriaCol, es porque ha sido una política del Estado colombiano, que ha defendido y defenderá siempre. ",0.100000001,0.100000001
"Mi prioridad desde la @CancilleriaCol será entablar diálogos y fortalecer contactos, tanto en el plano regional, como mundial, orientados a robustecer el papel de Colombia en asuntos de carácter internacional, promover la cooperación y explicar la realidad de nuestro país. ",0.400000006,0.400000006
"Estoy convencida de que todas las recomendaciones que, en el pasado y ahora hemos recibido de la Unión Europea, nos servirán para buscar mejores condiciones de empleo, de crecimiento, de exportaciones para nuestro país. ",0.5,0.5
"Grata bienvenida en el Palacio de San Carlos, donde iniciamos empalme con el equipo de @CancilleriaCol. ",0.5,0.5
"La meta es avanzar en la agenda internacional, con la mayor prontitud, para robustecer nuestra política exterior y generar nuevas oportunidades para todos los colombianos. ",0.699999988,0.699999988
Agradezco a mi amigo personal @A_Gurria por sus quince años dedicados al servicio en la @OECD. ,0.899999976,0.899999976
"Su liderazgo durante estos tiempos difíciles contribuyó para superar esta crisis sanitaria, económica y social sin precedentes. ",0.800000012,0.800000012
"Los colombianos debemos ser conscientes que los bloqueos impactan negativamente en todos nuestros sectores, llevando a una disminución sustancial de empleos y productividad de nuestras industrias. ",0,0
El consenso y la participación son claves para el desarrollo del país. ,0.400000006,0.400000006
"Rechazamos los hechos de violencia que desdibujan la protesta pacífica, que han afectado el derecho a la vida, a la integridad personal, a la propiedad, como también los bloqueos que atentan contra el derecho a la alimentación, la salud, la movilidad, el trabajo, entre otros. ",0,0
"Según @OECD se proyecta crecimiento de 7,6% para 🇨🇴 en 21, ubicándose entre primeras posiciones, después de India (9,9%) y China (8,5%). ",0.200000003,0.200000003
"En 20-2 se registró un repunte, pero debido a bloqueos y confinamientos, para 21-1 se prevé que se retrase crecimiento económico en 21-2. ",0.100000001,0.100000001
"Trabajamos en construcción de 1ra política de internacionalización y de diplomacia científica con apoyo de @ViceColombia @mluciaramirez, ahora Canciller. ",0.200000003,0.200000003
"Estamos seguros que continuaremos construyendo puentes de Ciencia, Tecnología e Innovación. ",0.5,0.5
¡Éxitos en este nuevo cargo!. ,0.200000003,0.200000003
"Comprendo la preocupación ante los recientes hechos, Colombia ha propendido por un diálogo transparente con la comunidad internacional, en el contexto de las marchas, los bloqueos, las acciones de vandalismo e individualización de responsables de presuntos excesos. ",0.300000012,0.300000012
Hoy es el último día de @A_Gurria como Secretario General de la #OCDE. ,0.200000003,0.200000003
"Gracias, SG, por su compromiso, dedicación y liderazgo en la misión de la #OCDE de crear mejores políticas para una vida mejor. ",0.800000012,0.800000012
Conozca más sobre sus logros 👉  (Inglés) #OECDMinisterial. ,0.5,0.5
¡La Ciencia es una de las banderas de nuestro Gobierno! ,0.400000006,0.400000006
"Querida Ministra, desde @ViceColombia y @CancilleriaCol le apostamos -de lleno- a una Colombia innovadora, con altos niveles de investigación y con oportunidades para desarrollar proyectos que beneficien a la humanidad. ",0.699999988,0.699999988
"Reafirmé ante el @SenadoGovCo, el compromiso del Gobierno Nacional con la seguridad de los colombianos. ",0.300000012,0.300000012
"Explicamos también el actuar de las instituciones del Gobierno durante las protestas, siempre en el marco del respeto de los DD. ",0.300000012,0.300000012
"Vamos a trabajar para proyectar la presencia de Colombia en todos los escenarios internacionales, en la búsqueda de soluciones colectivas con nuestros aliados y amigos, sin que nos tiemble la voz para denunciar dictaduras y abusos. ",0.200000003,0.200000003
¡Siempre defenderemos el respeto a los DD. ,0.800000012,0.800000012
"Desde la @CancilleriaCol pediremos, sin cesar, que haya democracia y libertad en todos los países, especialmente en América Latina, porque la suerte de unos, es la suerte de todos. ",0.300000012,0.300000012
¡No nos temblará la voz para seguir denunciando las dictaduras!. ,-0.100000001,0.100000001
"Según @DANE_Colombia, en abr/21 las exportaciones en 🇨🇴 fueron US$2.914,7 millones, aumentando 56,3%, frente abr/20. ",0.200000003,0.200000003
"Todos los principales rubros del comercio exterior, como agricultura, combustibles y manufacturas, contribuyeron positivamente en este resultado. ",0.899999976,0.899999976
📣 @MathiasCormann is now the 6th Secretary-General of the 38-Member #OECD. ,0.100000001,0.100000001
The discussion continues with OECD Ministers today on the Organisation's work for better policies and better lives. ,0.200000003,0.200000003
Read more 👉 #OECDMinisterial. ,0.200000003,0.200000003
"Agradezco a Dios la fortaleza y la claridad sobre el escenario más adecuado para servir a Colombia en esta coyuntura difícil; al presidente @IvanDuque por su confianza y mi infinita gratitud a mi esposo Álvaro, a mi hija Alejandra, su esposo y a toda mi familia por su amor. ",0.899999976,0.899999976
"#ATENCIÓN | Con 109 votos por el 'NO' y 36 por 'SÍ', la Cámara de Representantes acaba de negar la moción de censura contra el ministro de Defensa, Diego Molano, convocada por los casos de violencia policial presentados durante las protestas. ",0,0
El funcionario seguirá en su cargo. ,0.5,0.5
"Gracias, @Eganbernal, porque en este momento de dificultades le das una alegría a Colombia, nos recuerdas de lo que somos capaces cuando trabajamos con disciplina, honestidad y con la mirada en grandes victorias. ",0.800000012,0.800000012
Los jóvenes de Colombia son capaces de darnos importantes triunfos. ,0.800000012,0.800000012
"Además, reforzamos nuestra solicitud a #EstadosUnidos sobre las vacunas excedentes de la administración @POTUS y la posibilidad de hablar con farmacéuticas y vacunar a la población migrante en nuestro país. ",0.400000006,0.400000006
¡Todo va por muy buen camino! ,0.899999976,0.899999976
"Le subrayé, además, la bienvenida del Gobierno de Colombia a la visita de la @CIDH, que se acordó que sea posterior a la audiencia fijada por ese organismo el próximo 29 de junio. ",0.400000006,0.400000006
Ser madre es la bendición más grande que recibimos. ,0.800000012,0.800000012
"No es sólo el milagro de dar vida, sino el permanente crecimiento a través del amor incondicional y de los distintos aprendizajes que recibimos de nuestros hijos. ",0.600000024,0.600000024
Feliz día para todas las mamás de Colombia. ,0.899999976,0.899999976
#DíaDeLaMadre 🇨🇴. ,0.100000001,0.100000001
"Hemos hablado, con mucha franqueza, del compromiso del Gobierno del Presidente @IvanDuque. ",0.300000012,0.300000012
He reiterado nuestra invitación para que @SecBlinken venga a Colombia. ,0.200000003,0.200000003
¡Ojalá podamos tenerlo en nuestro país en el segundo semestre! ,0.600000024,0.600000024
"#Balance | De la visita a EE.UU. me llevo, en concreto, la disposición de la administración @POTUS y del Congreso, de fortalecer esta relación bilateral de casi 200 años de trabajo con #Colombia. ",0.400000006,0.400000006
Genera esperanza la serenidad y simbolismo con el que transcurrió la multitudinaria #MarchaDelSilencio. ,0.400000006,0.400000006
"El mensaje ciudadano fue claro: bloqueos y vandalismo no son la vía para manifestarse, todo lo contrario, atentan contra derechos a la salud, alimentación, trabajo y movilidad. ",0,0
"El Secretario de Estado de #EstadosUnidos, @SecBlinken, nos reafirmó el apoyo irrestricto a #Colombia, en temas trascendentales como desarrollo económico, vacunación, recuperación de empleos, fortalecimiento institucional y consolidación de la democracia. ",0.300000012,0.300000012
"Muchas gracias al presidente Biden @POTUS por pedir en la ley de presupuesto US$ 453,8 millones para Colombia. ",0.400000006,0.400000006
"Crucial reunión con el Senador @ChrisMurphyCT, a quien manifestamos la importancia de fortalecer la cooperación entre #EstadosUnidos y #Colombia, y afianzar las relaciones bilaterales, que permitirán a nuestro país avanzar en el #PlanDeVacunación, para hacer frente a la pandemia. ",0.300000012,0.300000012
"Con pancartas, ropa blanca, y distanciamiento social, avanzan en Bogotá, Medellín, Cartagena y Barranquilla la #MarchaDelSilencio , con la que ciudadanos piden el cese de la violencia y soluciones para la crisis actual del país. ",0.200000003,0.200000003
#Hoy | Importante reunión con el Departamento de Salud de #EstadosUnidos. ,0.300000012,0.300000012
"Dialogamos sobre las oportunidades que necesita Colombia en el sector salud, el avance del #PlanNacionalDeVacunación y el arduo trabajo que ha realizado @MinSaludCol para hacerle frente a la pandemia. ",0.300000012,0.300000012
"#Hoy | Reafirmamos la relación bilateral con #EstadosUnidos, en una reunión productiva y transparente con el Secretario de Estado, @SecBlinken. ",0.200000003,0.200000003
Tenemos el compromiso mutuo de estabilizar a Colombia y fortalecer a la región. ,0.400000006,0.400000006
"Colombia está de luto, muchas vidas perdidas por #COVID19, la violencia de unos pocos en las calles y ahora el fallecimiento de 5 héroes de @PoliciaAntiNar en Bolívar. ",-0.100000001,0.100000001
Que el luto ponga bondad en los corazones para sacar adelante a 🇨🇴. ,0.300000012,0.300000012
Solidaridad con familias de @PoliciaColombia. ,0.400000006,0.400000006
"Felicitaciones a los ponentes, en @SenadoGovCo, @EmmaClaudiaC y en @CamaraColombia, @JuanDaVelez, por su liderazgo. ",0.899999976,0.899999976
Esta ley es una excelente noticia para Colombia. ,0.899999976,0.899999976
"En el encuentro con @SecBlinken, manifestamos la disposición de #Colombia para visita de @CIDH, una vez se realice la audiencia para entregar la información solicitada por la misma Comisión, de parte de la @FiscaliaCol, @PGN_COL y @DefensoriaCol. ",0.300000012,0.300000012
"Con la #PolíticaIntegralMigratoriaCol presentada por Gobierno y congresistas, se fortalecen lazos con quienes llegan y se han ido. ",0.200000003,0.200000003
Somos un país emisor y receptor de migrantes. ,0.200000003,0.200000003
Esta Ley establece el eje transversal de una política pública para asumir esa responsabilidad. ,0.300000012,0.300000012
Asumo con responsabilidad y mucho honor esta nueva función como Canciller de la República. ,0.400000006,0.400000006
"Agradezco al Presidente @IvanDuque por confiar en mí, para desarrollar la política exterior del país. ",0.699999988,0.699999988
¡Trabajaremos por que Colombia siempre sea ejemplo en la región y el mundo!. ,0.800000012,0.800000012
"Recibo con profunda tristeza la noticia del fallecimiento de la madre de nuestra querida ministra @Ministerio_TIC, @karenabudi. ",-0.200000003,0.200000003
Toda mi solidaridad con ella y su familia en estos momentos. ,0.800000012,0.800000012
"Que Dios le dé fuerza para asimilar esta sensación de soledad, orfandad y ausencia. ",0,0
"La aprobación en último debate del Proyecto de Ley que establece la Política Integral Migratoria de Colombia en @CamaraColombia, ratifica nuestro compromiso como país, con los colombianos en el exterior, retornados y migrantes. ",0.200000003,0.200000003
"Una iniciativa incluyente, innovadora y solidaria. ",0.899999976,0.899999976
#Vacunas | Fuimos reiterativos en la importancia que tiene para Colombia acelerar el #PlanNacionalDeVacunación. ,0.300000012,0.300000012
Recibimos una actitud muy positiva por parte de #EstadosUnidos a nuestra solicitud. ,0.899999976,0.899999976
¡Todo va por buen camino! ,0.899999976,0.899999976
"Sin duda alguna, los jóvenes son el eslabón más importante en la construcción de una sociedad más incluyente. ",0.699999988,0.699999988
"Por eso, nuestro gobierno trabaja, sin cesar, en la creación de oportunidades que permitan su desarrollo y capacitación. ",0.400000006,0.400000006
"En reunión con @SenatorMenendez, hablamos de nuestro compromiso como Gobierno para avanzar hacia una #ReactivaciónEconómica segura. ",0.5,0.5
Debemos levantar los bloqueos que tanto han afectado a los colombianos. ,-0.200000003,0.200000003
¡El respeto de los DD. ,0.800000012,0.800000012
HH. y la no impunidad son nuestra preocupación!. ,0.699999988,0.699999988
"#Hoy | En reunión con el Representante Albio Sires (@RepSires), Presidente de la Subcomisión del Hemisferio Occidental de la Comisión de Relaciones Exteriores de la Cámara, hablamos sobre el importante y decidido apoyo de #EstadosUnidos al plan de vacunación en #Colombia. ",0.300000012,0.300000012
"""Colombia nos necesita y es el momento para construir país. ",0.600000024,0.600000024
"Tenemos que ponernos la ‘10’ para salir adelante”, fue el contundente mensaje de Camila Hernández, una joven caleña en #Washington, que gracias a su pujanza y liderazgo, hoy es Directora Asistente en el @AtlanticCouncil. ",0.400000006,0.400000006
Se ratificó apoyo incondicional de #EstadosUnidos para avanzar en el Plan Nacional de Vacunación en #Colombia. ,0.400000006,0.400000006
"Los senadores @SenatorMenendez y @MarcoRubio están trabajando en una carta de varios congresistas a la administración @POTUS, pidiendo que apoyen nuestra solicitud. ",0.100000001,0.100000001
"Quiero agradecer el apoyo de los senadores @MarcoRubio, @SenatorMenendez y @timkaine, en la solicitud al Presidente @POTUS para conseguir vacunas para países de América Latina. ",0.800000012,0.800000012
Su respaldo es clave para acelerar el ritmo de inmunización en Colombia. ,0.699999988,0.699999988
"Sostuve una reunión constructiva y muy respetuosa con el director de Human Rights Watch para las Américas - @hrw_espanol -, @JMVivancoHRW. ",0.899999976,0.899999976
Coincidimos que el objetivo común es la defensa de los derechos humanos y el fortalecimiento institucional. ,0.200000003,0.200000003
"Me reuní con el Senador @SenatorRisch, con quien conversamos sobre la importancia de promover la confianza inversionista en 🇨🇴. ",0.600000024,0.600000024
La situación actual no significa debilidad institucional. ,-0.100000001,0.100000001
Queremos más inversión en el suroccidente del país y lograr así una sustitución más efectiva. ,0.300000012,0.300000012
"Quemar el Palacio de Justicia, donde se garantiza el Estado Social de Derecho y se dirimen controversias desde la institucionalidad, es un símbolo de incoherencia y una afrenta a la Constitución, a la institucionalidad, a la justicia, a la sociedad y a Colombia. ",0.200000003,0.200000003
Creemos que el mejor camino para cerrar las brechas es la democracia y el desarrollo económico. ,0.5,0.5
"Por eso, queremos trabajar juntos para generar cambios positivos en la sociedad y ayudar a reducir la inequidad y la desigualdad. ",0.300000012,0.300000012
📣The #OECD welcomes Costa Rica as its 38th Member. ,0.100000001,0.100000001
"#CostaRica becomes the fourth Member country from the Latin American and Caribbean region to join, following Mexico, Chile and Colombia. ",0,0
For more information 👉. ,-0.100000001,0.100000001
"Valoramos respaldo de 🇺🇸 en asuntos prioritarios para 🇨🇴, ratificado hoy por @Cartajuanero, Dir. ",0.5,0.5
Senior para el Hemisferio Occidental del Consejo Nacional de Seguridad de @WhiteHouse. ,0.100000001,0.100000001
Rechazamos vandalismo y violencia de cualquier origen y avanzamos en cooperación en vacunación. ,0.400000006,0.400000006
"Con el Subsecretario Adjunto de Defensa para el Hemisferio Occidental, @danperikson, afianzamos objetivos comunes en materia de seguridad, de cara a los desafíos actuales de la región y las necesidades de los ciudadanos. ",0.100000001,0.100000001
"Es un placer darle la bienvenida a Costa Rica, oficialmente miembro número 38 de la @OECD y cuarto país latinoamericano en adherirse a la organización. ",0.800000012,0.800000012
"Sin duda, será un aliado en la gran apuesta por la #ReactivaciónEconómica pos-COVID en la región, ¡Felicitaciones!. ",0.899999976,0.899999976
"Cali: “Que todo el mundo te cante, que todo el mundo te mime” Hoy #MarchaDelSilencio y miles de corazones latiendo en rechazo a la violencia, recuperación de la convivencia y el respeto. ",0.100000001,0.100000001
En consensos y el diálogo está el camino al crecimiento inclusivo. ,0.400000006,0.400000006
¡La relación con Estados Unidos es prioridad! ,0.699999988,0.699999988
"En foro de @AtlanticCouncil, destacamos la necesidad de estrechar lazos de cooperación con #EstadosUnidos, para acelerar la vacunación en #Colombia y trabajar unidos, entre países, para fortalecer la confianza en las instituciones. ",0.5,0.5
"En comunicación al Presidente de #EstadosUnidos, el pasado 14 de mayo, los congresistas urgieron desarrollar un plan para compartir vacunas con los países que más lo necesitan en nuestra región. ",0.300000012,0.300000012
"Importante diálogo con el Representante @RepMcGovern, con quien conversé sobre DD.HH., en el marco de la protesta social en Colombia. ",0.300000012,0.300000012
"Avanzamos en agenda constructiva, basada en la transparencia y en los principios democráticos. ",0.300000012,0.300000012
"Camila, de 25 años, al igual que muchas jóvenes colombianas, son el presente de 🇨🇴. ",0.600000024,0.600000024
"Sus palabras no sólo nos inspiran, sino también nos exhorta a seguir creando espacios de participación, con oportunidades reales y compromisos a corto y mediano plazo. ",0.800000012,0.800000012
#ColombiaSinTechosDeCristal. ,0.100000001,0.100000001
Tuluá pasa una horrible noche por el vandalismo criminal. ,-0.300000012,0.300000012
"Basta ya de destrucción y muerte, de querernos dividir mediante la violencia. ",0,0
"Estamos perdiendo vidas, empleos, producción, bienes y economía. ",-0.300000012,0.300000012
No más el absurdo de hacernos repetir la historia de tragedias. ,0,0
¡Por ahí no es!. ,-0.300000012,0.300000012
"Lamento el fallecimiento de Iván de Jesús Sierra Porto, hermano del ex Magistrado de la @CConstitucional y Juez de la @CorteIDH, Humberto Sierra Porto. ",-0.100000001,0.100000001
Abrazo solidario con su familia y amigos. ,0.800000012,0.800000012
Falleció el periodista económico y exgerente de RTVC John Jairo Ocampo. ,0.400000006,0.400000006
"La Presidente y CEO de @ASCOA, @s_segal, reiteró el compromiso de todo el consejo de trabajar con #Colombia, en temas como confianza inversionista, migración, lazos bilaterales, banca, tecnología y #ReactivaciónEconómica. ",0.400000006,0.400000006
"Hoy sostuve un productivo encuentro con Samantha Power, administradora de USAID, quien expresó su compromiso con la donación de vacunas para Colombia en los próximos meses y ratificó que nuestro país es prioridad para su organización. ",0.600000024,0.600000024
¡Agradecemos su cooperación y cálida acogida!. ,0.899999976,0.899999976
"Las mujeres en el conflicto han vivido dos tipos de violencia, la derivada de este y la del hecho de ser mujer; por eso en el Día Internacional de las Mujeres por la Paz y el Desarme, reafirmamos nuestro papel en la construcción de una paz sostenible, equitativa y duradera. ",0.100000001,0.100000001
"Del Santo Padre hoy Dia de Pentecostes.// Encomiendo la situación de Colombia, que sigue siendo preocupante, a la oración de todos ustedes. ",0.200000003,0.200000003
"En esta solemnidad de Pentecostés, oro para que el amado pueblo colombiano sepa acoger los dones del Espíritu Santo. ",0.400000006,0.400000006
"Felicito a @LassoGuillermo, quien desde hoy asume la Presidencia de la República del 🇪🇨. ",0.300000012,0.300000012
"Continuaremos estrechando aún más las relaciones entre nuestros países y esperamos tenerlos pronto en la @A_delPacifico 🇨🇱 🇨🇴 🇲🇽 🇵🇪, para impulsar y fortalecer el trabajo de este mecanismo. ",0.699999988,0.699999988
"#ReactivaciónSocioeconómica | Agradecemos siempre la disposición de la Secretaria General Adjunta de las @ONU_es, @DicarloRosemary, quien nos reiteró su total apoyo para solucionar la situación socioeconómica actual de 🇨🇴. ",0.800000012,0.800000012
¡Trabajamos por el progreso de los colombianos!. ,0.5,0.5
"La reunión con la @CIDH y la voluntad de trabajo conjunto, muestra el férreo compromiso de Colombia con los DD.HH. ",0.5,0.5
"Ratificamos la voluntad del Gobierno de continuar brindando toda la cooperación a la #CIDH, organismo que reconoció esa amplia y permanente colaboración de 🇨🇴. ",0.5,0.5
"Sentido pésame al pueblo de Uruguay y al gobierno de @LuisLacallePou , por el sensible fallecimiento del ministro de Interior Jorge Larranaga. ",0,0
QEPD. ,0.200000003,0.200000003
Fuerza para su familia!!. ,0.800000012,0.800000012
#PlanDeVacunación | Trabajamos en consolidar ayudas para que EE. UU. apoye a Colombia a llegar rapidamente a la inmunidad de rebaño. ,0.200000003,0.200000003
La vacunación es un compromiso global que favorecerá la reactivación económica. ,0.400000006,0.400000006
"Constructiva reunión con la Embajadora de Qatar ante la @ONU_es, @AmbAlyaAlThani, con quien intercambiamos experiencias en empoderamiento de la mujer y exploramos nuevos caminos hacia la #EquidadDeGénero en el continente y en los países de Naciones Unidas. ",0.200000003,0.200000003
